retail_account,channel_outlet,upc,description,discount_bucket,discount_label,n_promo_weeks,lift_rate_mean,lift_rate_median,lift_rate_p25,lift_rate_p75,lift_tpr_avg,lift_display_avg,lift_feature_avg,discount_avg,arp_avg,base_arp_avg,most_recent_promo,dominant_mechanic,causal_impact_pct,robust_verdict,n_causal_events,best_lift_estimate,estimate_source
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30037,Built Puff Coconut Protein Bar 1.41 Oz,10_20pct,10–20% off,40,0.5905,0.4314,0.2524,0.9555,,,,0.1582,2.67,2.94,2026-03-30T00:00:00.000Z,Unknown,,,,0.5905,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30037,Built Puff Coconut Protein Bar 1.41 Oz,20_30pct,20–30% off,15,0.8542,0.9136,0.0494,1.3914,,,,0.2279,2.49,2.85,2026-03-23T00:00:00.000Z,Unknown,,,,0.8542,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30037,Built Puff Coconut Protein Bar 1.41 Oz,30pct_plus,≥30% off,7,0.0965,0.0518,0.0251,0.1232,,,,0.4644,2.82,2.98,2025-05-12T00:00:00.000Z,Unknown,,,,0.0965,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30050,Built Puff Churro Protein Bar 1.41 Oz,0_10pct,<10% off,46,0.0347,0.0188,0.0071,0.0394,,,,0.0671,2.96,2.98,2025-10-27T00:00:00.000Z,Unknown,,,,0.0347,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30050,Built Puff Churro Protein Bar 1.41 Oz,10_20pct,10–20% off,48,0.3462,0.1799,0.0254,0.6044,,,,0.1481,2.75,2.96,2026-03-30T00:00:00.000Z,Unknown,,,,0.3462,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30050,Built Puff Churro Protein Bar 1.41 Oz,20_30pct,20–30% off,9,0.8451,0.648,0.4552,1.2857,,,,0.2262,2.2,2.76,2026-03-23T00:00:00.000Z,Unknown,,,,0.8451,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30050,Built Puff Churro Protein Bar 1.41 Oz,30pct_plus,≥30% off,12,0.358,0.25,0.0598,0.5,,,,0.4316,2.64,2.98,2025-12-08T00:00:00.000Z,Unknown,,,,0.358,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30071,Built Double Chocolate Fudge Bar 1.69oz,0_10pct,<10% off,19,0.069,0.0417,0.023,0.0694,,,,0.0729,2.93,2.97,2025-06-09T00:00:00.000Z,Unknown,,,,0.069,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30071,Built Double Chocolate Fudge Bar 1.69oz,10_20pct,10–20% off,33,0.3397,0.106,0.073,0.5757,,,,0.1438,2.81,2.97,2025-06-02T00:00:00.000Z,Unknown,,,,0.3397,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30071,Built Double Chocolate Fudge Bar 1.69oz,20_30pct,20–30% off,7,0.1247,0.0511,0.0394,0.082,,,,0.2611,2.79,2.97,2025-03-31T00:00:00.000Z,Unknown,,,,0.1247,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30071,Built Double Chocolate Fudge Bar 1.69oz,30pct_plus,≥30% off,24,0.2591,0.1533,0.0468,0.3778,,,,0.4382,2.59,2.97,2025-05-05T00:00:00.000Z,Unknown,,,,0.2591,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30099,Built Coconut Bar 1.69oz,0_10pct,<10% off,13,0.0772,0.0628,0.0236,0.1308,,,,0.0589,2.95,2.98,2025-01-06T00:00:00.000Z,Unknown,,,,0.0772,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30099,Built Coconut Bar 1.69oz,10_20pct,10–20% off,29,0.5167,0.2552,0.1167,0.6399,,,,0.15,2.8,2.99,2025-04-14T00:00:00.000Z,Unknown,,,,0.5167,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30099,Built Coconut Bar 1.69oz,20_30pct,20–30% off,8,0.2291,0.049,0.0201,0.1603,,,,0.2422,2.79,2.98,2025-04-28T00:00:00.000Z,Unknown,,,,0.2291,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30099,Built Coconut Bar 1.69oz,30pct_plus,≥30% off,19,0.3619,0.3276,0.1494,0.461,,,,0.4727,2.49,2.99,2025-05-05T00:00:00.000Z,Unknown,,,,0.3619,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30103,Built Coocnut Almond Bar 1.97oz,0_10pct,<10% off,3,0.0526,0.0258,0.0205,0.0713,,,,0.0693,2.97,2.99,2023-09-04T00:00:00.000Z,Unknown,,,,0.0526,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30103,Built Coocnut Almond Bar 1.97oz,10_20pct,10–20% off,5,0.4088,0.2821,0.1765,0.6619,,,,0.1608,2.61,3.0,2024-01-29T00:00:00.000Z,Unknown,,,,0.4088,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30103,Built Coocnut Almond Bar 1.97oz,20_30pct,20–30% off,1,1.5221,1.5221,1.5221,1.5221,,,,0.232,2.3,2.99,2023-12-25T00:00:00.000Z,Unknown,,,,1.5221,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30103,Built Coocnut Almond Bar 1.97oz,30pct_plus,≥30% off,28,0.8624,0.7529,0.3657,1.2936,,,,0.5296,1.81,2.98,2025-04-14T00:00:00.000Z,Unknown,,,,0.8624,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30107,Built Mint Brownie Bar 1.69oz,0_10pct,<10% off,15,0.1201,0.0534,0.0291,0.1364,,,,0.0671,2.95,2.99,2024-11-18T00:00:00.000Z,Unknown,,,,0.1201,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30107,Built Mint Brownie Bar 1.69oz,10_20pct,10–20% off,18,0.2933,0.0718,0.0319,0.6684,,,,0.1417,2.8,2.99,2024-12-02T00:00:00.000Z,Unknown,,,,0.2933,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30107,Built Mint Brownie Bar 1.69oz,20_30pct,20–30% off,3,0.2392,0.038,0.0379,0.3399,,,,0.2367,2.8,2.99,2024-07-22T00:00:00.000Z,Unknown,,,,0.2392,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30107,Built Mint Brownie Bar 1.69oz,30pct_plus,≥30% off,24,0.5057,0.3055,0.1139,0.8272,,,,0.4722,2.48,2.99,2025-01-20T00:00:00.000Z,Unknown,,,,0.5057,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30111,Built Cherry Barcia Bar 1.72oz,0_10pct,<10% off,3,0.1167,0.1167,0.1167,0.1167,,,,0.0673,2.97,2.99,2023-10-02T00:00:00.000Z,Unknown,,,,0.1167,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30111,Built Cherry Barcia Bar 1.72oz,10_20pct,10–20% off,9,0.6786,0.1027,0.0677,0.7136,,,,0.1476,2.86,2.99,2024-01-29T00:00:00.000Z,Unknown,,,,0.6786,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30111,Built Cherry Barcia Bar 1.72oz,20_30pct,20–30% off,4,0.168,0.1702,0.1005,0.2377,,,,0.223,2.69,2.99,2024-02-05T00:00:00.000Z,Unknown,,,,0.168,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30111,Built Cherry Barcia Bar 1.72oz,30pct_plus,≥30% off,15,0.3134,0.2016,0.086,0.381,,,,0.4983,2.07,2.99,2024-04-08T00:00:00.000Z,Unknown,,,,0.3134,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30119,Built Satled Caramel Bar 1.69oz,0_10pct,<10% off,26,0.0395,0.0182,0.0088,0.0319,,,,0.0665,2.96,2.98,2025-03-10T00:00:00.000Z,Unknown,,,,0.0395,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30119,Built Satled Caramel Bar 1.69oz,10_20pct,10–20% off,24,0.6196,0.445,0.0898,1.0742,,,,0.1517,2.76,2.98,2025-03-24T00:00:00.000Z,Unknown,,,,0.6196,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30119,Built Satled Caramel Bar 1.69oz,20_30pct,20–30% off,3,0.0261,0.0261,0.0217,0.0305,,,,0.249,2.95,2.99,2025-03-31T00:00:00.000Z,Unknown,,,,0.0261,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30119,Built Satled Caramel Bar 1.69oz,30pct_plus,≥30% off,18,0.2634,0.1131,0.0707,0.3023,,,,0.4327,2.62,2.99,2025-04-28T00:00:00.000Z,Unknown,,,,0.2634,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30122,Built Raspberry Bar 1.73oz,0_10pct,<10% off,4,0.0388,0.0388,0.0388,0.0388,,,,0.0538,2.98,2.99,2023-12-04T00:00:00.000Z,Unknown,,,,0.0388,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30122,Built Raspberry Bar 1.73oz,10_20pct,10–20% off,9,0.3195,0.4286,0.0645,0.4629,,,,0.1508,2.75,2.98,2024-01-29T00:00:00.000Z,Unknown,,,,0.3195,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30122,Built Raspberry Bar 1.73oz,30pct_plus,≥30% off,16,1.3619,1.0,0.4803,1.6738,,,,0.5668,1.74,2.9,2024-06-24T00:00:00.000Z,Unknown,,,,1.3619,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30130,Built Cookies & Cream Bar 1.69oz,0_10pct,<10% off,23,0.0825,0.0247,0.015,0.0451,,,,0.0776,2.95,2.98,2025-01-06T00:00:00.000Z,Unknown,,,,0.0825,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30130,Built Cookies & Cream Bar 1.69oz,10_20pct,10–20% off,22,0.3967,0.2598,0.0274,0.7056,,,,0.143,2.85,2.99,2024-12-09T00:00:00.000Z,Unknown,,,,0.3967,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30130,Built Cookies & Cream Bar 1.69oz,20_30pct,20–30% off,1,,,,,,,,0.241,2.95,2.98,2024-08-26T00:00:00.000Z,Unknown,,,,,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30130,Built Cookies & Cream Bar 1.69oz,30pct_plus,≥30% off,20,0.6171,0.6331,0.0662,1.0807,,,,0.4151,2.25,2.99,2025-03-31T00:00:00.000Z,Unknown,,,,0.6171,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30143,Built Bar Peanut Butter Brown Br 2.05oz(18pk),0_10pct,<10% off,4,0.0118,0.0118,0.0078,0.0158,,,,0.06,2.98,2.99,2023-11-27T00:00:00.000Z,Unknown,,,,0.0118,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30143,Built Bar Peanut Butter Brown Br 2.05oz(18pk),10_20pct,10–20% off,12,0.4884,0.4894,0.3899,0.5405,,,,0.1524,2.78,2.99,2024-01-29T00:00:00.000Z,Unknown,,,,0.4884,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30143,Built Bar Peanut Butter Brown Br 2.05oz(18pk),30pct_plus,≥30% off,7,0.8991,0.7862,0.7483,0.8692,,,,0.3754,2.22,2.99,2024-02-26T00:00:00.000Z,Unknown,,,,0.8991,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30333,Built Puff Cookie Dough Chunk Protein Bar 1.55 Oz,0_10pct,<10% off,16,0.0285,0.0233,0.0186,0.0307,,,,0.0734,2.96,2.98,2025-10-27T00:00:00.000Z,Unknown,,,,0.0285,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30333,Built Puff Cookie Dough Chunk Protein Bar 1.55 Oz,10_20pct,10–20% off,21,0.3532,0.2526,0.1035,0.6029,,,,0.144,2.68,2.92,2026-03-30T00:00:00.000Z,Unknown,,,,0.3532,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30333,Built Puff Cookie Dough Chunk Protein Bar 1.55 Oz,20_30pct,20–30% off,13,0.7787,0.6867,0.4063,1.0767,,,,0.2391,2.22,2.76,2026-03-23T00:00:00.000Z,Unknown,,,,0.7787,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30333,Built Puff Cookie Dough Chunk Protein Bar 1.55 Oz,30pct_plus,≥30% off,2,0.0143,0.0143,0.0117,0.017,,,,0.316,2.7,2.78,2025-12-01T00:00:00.000Z,Unknown,,,,0.0143,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30362,Built Puff Brownie Batter Protein Bar 1.41 Oz,0_10pct,<10% off,34,0.0306,0.0151,0.0094,0.0471,,,,0.0721,2.96,2.98,2025-10-27T00:00:00.000Z,Unknown,,,,0.0306,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30362,Built Puff Brownie Batter Protein Bar 1.41 Oz,10_20pct,10–20% off,46,0.6163,0.4374,0.119,0.7949,,,,0.1525,2.66,2.94,2026-03-30T00:00:00.000Z,Unknown,,,,0.6163,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30362,Built Puff Brownie Batter Protein Bar 1.41 Oz,20_30pct,20–30% off,13,0.768,0.7265,0.0223,1.4699,,,,0.2373,2.36,2.82,2026-03-23T00:00:00.000Z,Unknown,,,,0.768,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30362,Built Puff Brownie Batter Protein Bar 1.41 Oz,30pct_plus,≥30% off,3,0.0341,0.0178,0.0137,0.0463,,,,0.497,2.87,2.98,2025-05-19T00:00:00.000Z,Unknown,,,,0.0341,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30376,Built Cookies & Cream Bar 1.69oz (4pk),0_10pct,<10% off,5,0.0458,0.0458,0.0424,0.0492,,,,0.0794,10.36,10.49,2025-01-06T00:00:00.000Z,Unknown,,,,0.0458,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30376,Built Cookies & Cream Bar 1.69oz (4pk),10_20pct,10–20% off,12,0.5729,0.6327,0.4259,0.772,,,,0.1535,9.75,10.74,2025-01-20T00:00:00.000Z,Unknown,,,,0.5729,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30376,Built Cookies & Cream Bar 1.69oz (4pk),30pct_plus,≥30% off,8,0.2797,0.2465,0.188,0.3779,,,,0.4299,8.88,10.81,2024-08-12T00:00:00.000Z,Unknown,,,,0.2797,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30378,Built Double Chocolate Bar 1.84oz (4pk),0_10pct,<10% off,9,0.1412,0.1184,0.087,0.1429,,,,0.0731,10.44,10.72,2025-07-14T00:00:00.000Z,Unknown,,,,0.1412,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30378,Built Double Chocolate Bar 1.84oz (4pk),10_20pct,10–20% off,16,0.6092,0.5882,0.457,0.8375,,,,0.1541,9.99,10.84,2025-01-27T00:00:00.000Z,Unknown,,,,0.6092,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30378,Built Double Chocolate Bar 1.84oz (4pk),20_30pct,20–30% off,1,0.0563,0.0563,0.0563,0.0563,,,,0.258,10.12,10.85,2024-06-10T00:00:00.000Z,Unknown,,,,0.0563,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30378,Built Double Chocolate Bar 1.84oz (4pk),30pct_plus,≥30% off,7,0.2446,0.1316,0.0752,0.2753,,,,0.4684,8.71,10.89,2024-08-12T00:00:00.000Z,Unknown,,,,0.2446,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30380,Built Puff Brownie Batter Protein Bar 1.41 Oz (4 Pk),0_10pct,<10% off,14,0.1638,0.125,0.1111,0.2533,,,,0.0736,10.46,10.85,2026-03-16T00:00:00.000Z,Unknown,,,,0.1638,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30380,Built Puff Brownie Batter Protein Bar 1.41 Oz (4 Pk),10_20pct,10–20% off,13,0.3366,0.2914,0.1346,0.4832,,,,0.1392,10.18,10.82,2026-03-30T00:00:00.000Z,Unknown,,,,0.3366,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30380,Built Puff Brownie Batter Protein Bar 1.41 Oz (4 Pk),20_30pct,20–30% off,1,0.912,0.912,0.912,0.912,,,,0.266,7.89,10.76,2026-03-23T00:00:00.000Z,Unknown,,,,0.912,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30380,Built Puff Brownie Batter Protein Bar 1.41 Oz (4 Pk),30pct_plus,≥30% off,4,0.6983,0.9084,0.5474,0.9542,,,,0.502,7.44,10.39,2025-06-02T00:00:00.000Z,Unknown,,,,0.6983,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30381,Built Puff Coconut Protein Bar 1.41 Oz (4 Pk),0_10pct,<10% off,29,0.109,0.0458,0.0299,0.1579,,,,0.0682,10.61,10.88,2026-03-30T00:00:00.000Z,Unknown,,,,0.109,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30381,Built Puff Coconut Protein Bar 1.41 Oz (4 Pk),10_20pct,10–20% off,30,0.323,0.2921,0.0359,0.497,,,,0.1506,10.33,10.89,2026-03-02T00:00:00.000Z,Unknown,,,,0.323,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30381,Built Puff Coconut Protein Bar 1.41 Oz (4 Pk),20_30pct,20–30% off,3,1.0611,1.0611,1.0611,1.0611,,,,0.242,9.83,10.95,2026-03-23T00:00:00.000Z,Unknown,,,,1.0611,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30381,Built Puff Coconut Protein Bar 1.41 Oz (4 Pk),30pct_plus,≥30% off,7,0.1385,0.0914,0.0744,0.1199,,,,0.516,9.48,10.76,2025-02-24T00:00:00.000Z,Unknown,,,,0.1385,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30432,Built Puff Mint Chip Protein Bar 1.41 Oz,0_10pct,<10% off,20,0.0474,0.0298,0.026,0.0519,,,,0.0696,2.96,2.97,2025-12-08T00:00:00.000Z,Unknown,,,,0.0474,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30432,Built Puff Mint Chip Protein Bar 1.41 Oz,10_20pct,10–20% off,15,0.3395,0.2443,0.1773,0.547,,,,0.1505,2.56,2.89,2026-03-30T00:00:00.000Z,Unknown,,,,0.3395,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30432,Built Puff Mint Chip Protein Bar 1.41 Oz,20_30pct,20–30% off,8,1.0739,0.9484,0.6657,1.2728,,,,0.224,2.12,2.74,2026-03-23T00:00:00.000Z,Unknown,,,,1.0739,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30550,Built Puff Cookies N Cream Protein Bar 1.41 Oz,0_10pct,<10% off,1,0.1053,0.1053,0.1053,0.1053,,,,0.091,2.52,2.61,2026-02-23T00:00:00.000Z,Unknown,,,,0.1053,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30550,Built Puff Cookies N Cream Protein Bar 1.41 Oz,10_20pct,10–20% off,7,0.0568,0.0223,0.0138,0.0826,,,,0.1546,2.44,2.49,2026-03-30T00:00:00.000Z,Unknown,,,,0.0568,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30550,Built Puff Cookies N Cream Protein Bar 1.41 Oz,20_30pct,20–30% off,5,0.9772,0.9283,0.8635,1.042,,,,0.2162,2.03,2.44,2026-03-23T00:00:00.000Z,Unknown,,,,0.9772,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30558,Built Puff Cookie Dough Chunk Protein Bar 1.55 Oz (4 Pk),0_10pct,<10% off,7,0.2749,0.2209,0.1369,0.3419,,,,0.0833,10.18,10.7,2026-03-30T00:00:00.000Z,Unknown,,,,0.2749,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30558,Built Puff Cookie Dough Chunk Protein Bar 1.55 Oz (4 Pk),10_20pct,10–20% off,3,,,,,,,,0.15,10.55,10.72,2026-02-23T00:00:00.000Z,Unknown,,,,,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30558,Built Puff Cookie Dough Chunk Protein Bar 1.55 Oz (4 Pk),20_30pct,20–30% off,1,1.2485,1.2485,1.2485,1.2485,,,,0.26,7.93,10.72,2026-03-23T00:00:00.000Z,Unknown,,,,1.2485,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30571,Built Puff Mint Chip Protein Bar 1.41 Oz (4 Pk),0_10pct,<10% off,11,0.1248,0.1326,0.1015,0.1559,,,,0.0766,10.31,10.73,2026-03-30T00:00:00.000Z,Unknown,,,,0.1248,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30571,Built Puff Mint Chip Protein Bar 1.41 Oz (4 Pk),10_20pct,10–20% off,1,,,,,,,,0.101,10.29,10.51,2026-01-19T00:00:00.000Z,Unknown,,,,,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30571,Built Puff Mint Chip Protein Bar 1.41 Oz (4 Pk),20_30pct,20–30% off,1,1.0356,1.0356,1.0356,1.0356,,,,0.259,7.94,10.71,2026-03-23T00:00:00.000Z,Unknown,,,,1.0356,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30577,Built Puff Salted Caramel Protein Bar 1.41 Oz (4 Pk),0_10pct,<10% off,12,0.1033,0.0623,0.0526,0.125,,,,0.0748,10.35,10.72,2026-03-30T00:00:00.000Z,Unknown,,,,0.1033,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30577,Built Puff Salted Caramel Protein Bar 1.41 Oz (4 Pk),10_20pct,10–20% off,2,0.0995,0.0995,0.0995,0.0995,,,,0.1255,10.24,10.65,2026-01-19T00:00:00.000Z,Unknown,,,,0.0995,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30577,Built Puff Salted Caramel Protein Bar 1.41 Oz (4 Pk),20_30pct,20–30% off,1,0.9121,0.9121,0.9121,0.9121,,,,0.25,7.91,10.55,2026-03-23T00:00:00.000Z,Unknown,,,,0.9121,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30581,Built Puff Cookies N Cream Protein Bar 1.41 Oz (4 Pk),0_10pct,<10% off,5,0.1313,0.1243,0.1148,0.1443,,,,0.0768,10.3,10.61,2026-03-16T00:00:00.000Z,Unknown,,,,0.1313,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30581,Built Puff Cookies N Cream Protein Bar 1.41 Oz (4 Pk),10_20pct,10–20% off,2,0.0718,0.0718,0.0671,0.0764,,,,0.142,9.75,10.44,2026-03-30T00:00:00.000Z,Unknown,,,,0.0718,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30581,Built Puff Cookies N Cream Protein Bar 1.41 Oz (4 Pk),20_30pct,20–30% off,1,0.519,0.519,0.519,0.519,,,,0.256,7.96,10.39,2026-03-23T00:00:00.000Z,Unknown,,,,0.519,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30614,Built Puff Strawberries N Cream Protein Bars 1.41oz (4pk),0_10pct,<10% off,7,0.1547,0.1567,0.0769,0.1877,,,,0.0814,10.06,10.55,2026-03-30T00:00:00.000Z,Unknown,,,,0.1547,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30614,Built Puff Strawberries N Cream Protein Bars 1.41oz (4pk),20_30pct,20–30% off,1,0.4846,0.4846,0.4846,0.4846,,,,0.24,7.92,10.42,2026-03-23T00:00:00.000Z,Unknown,,,,0.4846,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30615,Built Puff Chocolatey Hazelnut  1.41oz,0_10pct,<10% off,1,0.2343,0.2343,0.2343,0.2343,,,,0.065,2.59,2.66,2026-02-23T00:00:00.000Z,Unknown,,,,0.2343,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30615,Built Puff Chocolatey Hazelnut  1.41oz,10_20pct,10–20% off,2,0.3043,0.3043,0.3043,0.3043,,,,0.1375,2.28,2.48,2026-03-16T00:00:00.000Z,Unknown,,,,0.3043,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30615,Built Puff Chocolatey Hazelnut  1.41oz,20_30pct,20–30% off,2,0.4623,0.4623,0.3185,0.6062,,,,0.226,1.98,2.36,2026-03-09T00:00:00.000Z,Unknown,,,,0.4623,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30642,Built Puff Peanut Butter Protein Bar 1.41 Oz,0_10pct,<10% off,1,,,,,,,,0.075,2.97,2.98,2026-02-16T00:00:00.000Z,Unknown,,,,,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30642,Built Puff Peanut Butter Protein Bar 1.41 Oz,10_20pct,10–20% off,4,0.2004,0.1765,0.1505,0.2383,,,,0.1345,2.66,2.91,2026-03-30T00:00:00.000Z,Unknown,,,,0.2004,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30642,Built Puff Peanut Butter Protein Bar 1.41 Oz,20_30pct,20–30% off,2,0.3079,0.3079,0.2572,0.3586,,,,0.2645,2.22,2.72,2026-03-09T00:00:00.000Z,Unknown,,,,0.3079,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30642,Built Puff Peanut Butter Protein Bar 1.41 Oz,30pct_plus,≥30% off,3,0.4506,0.5045,0.3546,0.5736,,,,0.313,1.98,2.61,2026-03-23T00:00:00.000Z,Unknown,,,,0.4506,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30646,Built Puff Peanut Butter Cup Protein Bar 1.41 Oz (4 Pk),0_10pct,<10% off,7,0.1128,0.0877,0.0714,0.1228,,,,0.0807,10.22,10.6,2026-03-30T00:00:00.000Z,Unknown,,,,0.1128,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30646,Built Puff Peanut Butter Cup Protein Bar 1.41 Oz (4 Pk),10_20pct,10–20% off,1,,,,,,,,0.15,9.34,10.99,2025-12-15T00:00:00.000Z,Unknown,,,,,observational
SKOGENS FOODLINER,REGIONAL & INDEP GROCERY,08-40229-30646,Built Puff Peanut Butter Cup Protein Bar 1.41 Oz (4 Pk),20_30pct,20–30% off,1,1.191,1.191,1.191,1.191,,,,0.26,7.86,10.54,2026-03-23T00:00:00.000Z,Unknown,,,,1.191,observational
SOUTHEASTERN GROCERS,CONVENTIONAL|FOOD,08-40229-30380,Built Puff Brownie Batter Protein Bar 1.41 Oz (4 Pk),no_promo,No price reduction,3,0.1027,0.039,0.0376,0.1359,,13.4333,,0.0,8.79,8.79,2026-04-13T00:00:00.000Z,Display,,,,0.1027,observational
