retail_account,channel_outlet,upc,description,discount_bucket,discount_label,n_promo_weeks,lift_rate_mean,lift_rate_median,lift_rate_p25,lift_rate_p75,lift_tpr_avg,lift_display_avg,lift_feature_avg,discount_avg,arp_avg,base_arp_avg,most_recent_promo,dominant_mechanic,causal_impact_pct,robust_verdict,n_causal_events,best_lift_estimate,estimate_source
AAFES,CONVENTIONAL|MILITARY,08-40229-30034,Built Puff Salted Caramel Protein Bar 1.41 Oz,30pct_plus,≥30% off,11,,,,,,,,1.0,3.0,3.03,2026-04-06T00:00:00.000Z,Unknown,,,,,observational
AAFES,CONVENTIONAL|MILITARY,08-40229-30034,Built Puff Salted Caramel Protein Bar 1.41 Oz,no_promo,No price reduction,24,,,,,,,,,3.03,3.03,2026-04-13T00:00:00.000Z,Unknown,,,,,observational
AAFES,CONVENTIONAL|MILITARY,08-40229-30333,Built Puff Cookie Dough Chunk Protein Bar 1.55 Oz,30pct_plus,≥30% off,11,,,,,,,,1.0,2.99,3.03,2026-03-23T00:00:00.000Z,Unknown,,,,,observational
AAFES,CONVENTIONAL|MILITARY,08-40229-30333,Built Puff Cookie Dough Chunk Protein Bar 1.55 Oz,no_promo,No price reduction,24,,,,,,,,,3.03,3.03,2026-04-13T00:00:00.000Z,Unknown,,,,,observational
AAFES,CONVENTIONAL|MILITARY,08-40229-30334,Built Puff Cookie Dough Chunk Protein Bar 1.55 Oz (12 Pk),no_promo,No price reduction,2,,,,,,,,,34.94,34.94,2026-02-02T00:00:00.000Z,Unknown,,,,,observational
AAFES,CONVENTIONAL|MILITARY,08-40229-30432,Built Puff Mint Chip Protein Bar 1.41 Oz,30pct_plus,≥30% off,12,,,,,,,,1.0,2.99,3.03,2026-02-09T00:00:00.000Z,Unknown,,,,,observational
AAFES,CONVENTIONAL|MILITARY,08-40229-30432,Built Puff Mint Chip Protein Bar 1.41 Oz,no_promo,No price reduction,22,,,,,,,,,3.03,3.03,2026-04-13T00:00:00.000Z,Unknown,,,,,observational
AAFES,CONVENTIONAL|MILITARY,08-40229-30467,Built Puff Mint Chip Protein Bar 1.41 Oz (12 Pk),no_promo,No price reduction,2,,,,,,,,,34.96,34.96,2026-02-23T00:00:00.000Z,Unknown,,,,,observational
AAFES,CONVENTIONAL|MILITARY,08-40229-30550,Built Puff Cookies N Cream Protein Bar 1.41 Oz,30pct_plus,≥30% off,16,,,,,,,,1.0,3.0,3.01,2026-01-26T00:00:00.000Z,Unknown,,,,,observational
AAFES,CONVENTIONAL|MILITARY,08-40229-30550,Built Puff Cookies N Cream Protein Bar 1.41 Oz,no_promo,No price reduction,17,,,,,,,,,3.03,3.03,2026-04-13T00:00:00.000Z,Unknown,,,,,observational
AAFES,CONVENTIONAL|MILITARY,08-40229-30573,Built Puff Strawberries N Cream Protein Bar 1.41 Oz,no_promo,No price reduction,19,,,,,,,,,2.99,2.99,2026-04-13T00:00:00.000Z,Unknown,,,,,observational
AAFES,CONVENTIONAL|MILITARY,08-40229-30578,Built Puff Salted Caramel Protein Bar 1.41 Oz (12 Pk),no_promo,No price reduction,1,,,,,,,,,34.87,34.87,2025-11-17T00:00:00.000Z,Unknown,,,,,observational
AAFES,CONVENTIONAL|MILITARY,08-40229-30582,Built Puff Cookies N Cream Protein Bar 1.41 Oz (12 Pk),no_promo,No price reduction,6,,,,,,,,,34.98,34.98,2026-03-30T00:00:00.000Z,Unknown,,,,,observational
AAFES,CONVENTIONAL|MILITARY,08-40229-30642,Built Puff Peanut Butter Protein Bar 1.41 Oz,30pct_plus,≥30% off,1,,,,,,,,1.0,2.99,2.99,2026-03-16T00:00:00.000Z,Unknown,,,,,observational
AAFES,CONVENTIONAL|MILITARY,08-40229-30642,Built Puff Peanut Butter Protein Bar 1.41 Oz,no_promo,No price reduction,18,,,,,,,,,2.99,2.99,2026-04-13T00:00:00.000Z,Unknown,,,,,observational
AAFES,CONVENTIONAL|MILITARY,08-40229-30643,Built Puff Peanut Butter Puff Bar 1.41oz (12pk),no_promo,No price reduction,1,,,,,,,,,34.87,34.87,2026-01-12T00:00:00.000Z,Unknown,,,,,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30034,Built Puff Salted Caramel Protein Bar 1.41 Oz,0_10pct,<10% off,4,0.0282,0.0247,0.0196,0.0333,11.4,69.675,,0.0245,2.99,2.99,2026-02-02T00:00:00.000Z,Display,,,,0.0282,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30034,Built Puff Salted Caramel Protein Bar 1.41 Oz,10_20pct,10–20% off,2,0.3143,0.3143,0.2642,0.3644,45.1,25.4,,0.1625,2.6,2.99,2026-04-13T00:00:00.000Z,TPR,,,,0.3143,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30034,Built Puff Salted Caramel Protein Bar 1.41 Oz,20_30pct,20–30% off,4,0.4686,0.4773,0.4561,0.4898,47.1,89.65,,0.2162,2.35,2.97,2026-01-26T00:00:00.000Z,Display,,,,0.4686,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30034,Built Puff Salted Caramel Protein Bar 1.41 Oz,30pct_plus,≥30% off,1,0.2285,0.2285,0.2285,0.2285,54.5,82.5,,0.316,2.5,2.99,2025-12-29T00:00:00.000Z,Display,,,,0.2285,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30034,Built Puff Salted Caramel Protein Bar 1.41 Oz,no_promo,No price reduction,11,0.0195,0.0191,0.0069,0.0277,,49.4636,,0.0,2.99,2.99,2026-03-30T00:00:00.000Z,Display,,,,0.0195,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30037,Built Puff Coconut Protein Bar 1.41 Oz,0_10pct,<10% off,36,0.0666,0.0336,0.0131,0.0587,40.7367,57.8739,,0.0518,2.89,2.92,2026-03-30T00:00:00.000Z,TPR,,,,0.0666,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30037,Built Puff Coconut Protein Bar 1.41 Oz,10_20pct,10–20% off,44,0.4088,0.38,0.0486,0.6282,80.481,104.4304,,0.1489,2.7,2.97,2026-04-13T00:00:00.000Z,TPR,,,,0.4088,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30037,Built Puff Coconut Protein Bar 1.41 Oz,20_30pct,20–30% off,4,0.314,0.3202,0.0955,0.5387,102.6,88.3,,0.2698,2.58,2.95,2025-12-29T00:00:00.000Z,TPR,,,,0.314,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30037,Built Puff Coconut Protein Bar 1.41 Oz,30pct_plus,≥30% off,12,0.042,0.0371,0.0104,0.0606,141.6083,,,0.61,2.82,2.88,2025-05-05T00:00:00.000Z,TPR,,,,0.042,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30037,Built Puff Coconut Protein Bar 1.41 Oz,no_promo,No price reduction,5,0.0157,0.0198,0.0015,0.022,,38.38,,0.0,3.05,3.05,2025-12-01T00:00:00.000Z,Display,,,,0.0157,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30050,Built Puff Churro Protein Bar 1.41 Oz,0_10pct,<10% off,10,0.0719,0.0524,0.0276,0.1135,86.3667,71.9375,,0.0555,2.94,2.98,2026-03-02T00:00:00.000Z,Display,,,,0.0719,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30050,Built Puff Churro Protein Bar 1.41 Oz,10_20pct,10–20% off,22,0.3606,0.391,0.1584,0.494,53.0429,64.2308,,0.1546,2.68,3.02,2026-04-13T00:00:00.000Z,TPR,,,,0.3606,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30050,Built Puff Churro Protein Bar 1.41 Oz,20_30pct,20–30% off,5,0.5505,0.6077,0.3875,0.7988,94.76,58.5,,0.2532,2.44,2.97,2026-01-19T00:00:00.000Z,TPR,,,,0.5505,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30050,Built Puff Churro Protein Bar 1.41 Oz,30pct_plus,≥30% off,22,0.2292,0.1015,0.0378,0.2487,151.1909,69.35,,0.4551,2.54,2.89,2026-01-26T00:00:00.000Z,TPR,,,,0.2292,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30050,Built Puff Churro Protein Bar 1.41 Oz,no_promo,No price reduction,11,0.042,0.0364,0.0173,0.0621,,45.0273,,0.0,3.0,3.0,2026-03-30T00:00:00.000Z,Display,,,,0.042,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30071,Built Double Chocolate Fudge Bar 1.69oz,0_10pct,<10% off,7,0.0676,0.0526,0.0443,0.0834,63.6429,,,0.0793,2.97,2.99,2024-09-02T00:00:00.000Z,Unknown,,,,0.0676,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30071,Built Double Chocolate Fudge Bar 1.69oz,10_20pct,10–20% off,17,0.0377,0.0245,0.0203,0.0562,24.8588,,,0.1348,2.95,2.98,2024-10-07T00:00:00.000Z,TPR,,,,0.0377,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30071,Built Double Chocolate Fudge Bar 1.69oz,20_30pct,20–30% off,5,0.0093,0.0046,0.0032,0.0107,28.84,,,0.2364,2.96,2.98,2024-08-12T00:00:00.000Z,TPR,,,,0.0093,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30071,Built Double Chocolate Fudge Bar 1.69oz,30pct_plus,≥30% off,9,0.0239,0.0239,0.0215,0.0264,192.2667,,,0.543,2.01,2.96,2024-11-18T00:00:00.000Z,TPR,,,,0.0239,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30119,Built Satled Caramel Bar 1.69oz,0_10pct,<10% off,15,0.0275,0.0249,0.0205,0.0368,28.66,,,0.0762,2.96,2.97,2024-08-19T00:00:00.000Z,TPR,,,,0.0275,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30119,Built Satled Caramel Bar 1.69oz,10_20pct,10–20% off,11,0.0461,0.0345,0.0127,0.0604,70.5545,,,0.1307,2.93,2.97,2024-09-30T00:00:00.000Z,TPR,,,,0.0461,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30119,Built Satled Caramel Bar 1.69oz,20_30pct,20–30% off,3,0.0811,0.0803,0.066,0.0957,55.5667,,,0.2513,2.78,2.99,2024-10-07T00:00:00.000Z,TPR,,,,0.0811,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30119,Built Satled Caramel Bar 1.69oz,30pct_plus,≥30% off,7,0.0567,0.0544,0.0429,0.0693,299.8714,,,0.4663,2.08,2.96,2024-11-11T00:00:00.000Z,TPR,,,,0.0567,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30130,Built Cookies & Cream Bar 1.69oz,0_10pct,<10% off,14,0.2161,0.0165,0.0038,0.3601,44.0154,30.8333,,0.0682,2.89,2.96,2024-12-23T00:00:00.000Z,TPR,,,,0.2161,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30130,Built Cookies & Cream Bar 1.69oz,10_20pct,10–20% off,31,0.2696,0.351,0.0344,0.4213,54.5097,115.7,,0.1468,2.8,3.03,2025-03-24T00:00:00.000Z,TPR,,,,0.2696,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30130,Built Cookies & Cream Bar 1.69oz,20_30pct,20–30% off,2,0.0184,0.0184,0.0108,0.0259,31.15,,,0.2655,3.0,3.06,2024-09-16T00:00:00.000Z,TPR,,,,0.0184,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30130,Built Cookies & Cream Bar 1.69oz,30pct_plus,≥30% off,5,0.1018,0.0403,0.0201,0.1554,243.14,,,0.4536,2.73,2.87,2024-11-18T00:00:00.000Z,TPR,,,,0.1018,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30130,Built Cookies & Cream Bar 1.69oz,no_promo,No price reduction,1,0.0092,0.0092,0.0092,0.0092,,72.1,,0.0,3.06,3.06,2024-02-26T00:00:00.000Z,Display,,,,0.0092,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30209,Built Puff Coconut Protein Bar 1.41 Oz (12 Pk),0_10pct,<10% off,18,0.0641,0.0417,0.0206,0.0539,18.7278,,,0.0656,32.72,33.09,2026-01-26T00:00:00.000Z,TPR,,,,0.0641,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30209,Built Puff Coconut Protein Bar 1.41 Oz (12 Pk),10_20pct,10–20% off,8,0.044,0.032,0.0278,0.0482,13.175,,,0.1592,31.25,32.78,2026-01-12T00:00:00.000Z,Unknown,,,,0.044,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30209,Built Puff Coconut Protein Bar 1.41 Oz (12 Pk),20_30pct,20–30% off,7,0.0989,0.1343,0.0754,0.1401,36.2714,,,0.2339,31.45,32.83,2026-04-13T00:00:00.000Z,TPR,,,,0.0989,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30209,Built Puff Coconut Protein Bar 1.41 Oz (12 Pk),30pct_plus,≥30% off,2,0.1432,0.1432,0.1328,0.1536,102.7,,,0.75,19.67,28.87,2024-12-23T00:00:00.000Z,TPR,,,,0.1432,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30229,Built Puff Churro Protein Bar 1.41 Oz (12 Pk),10_20pct,10–20% off,2,,,,,0.0,,,0.192,30.0,32.97,2024-01-22T00:00:00.000Z,Unknown,,,,,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30229,Built Puff Churro Protein Bar 1.41 Oz (12 Pk),30pct_plus,≥30% off,3,0.0769,0.0769,0.0769,0.0769,100.9667,,,0.5823,21.75,29.34,2025-03-24T00:00:00.000Z,TPR,,,,0.0769,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30333,Built Puff Cookie Dough Chunk Protein Bar 1.55 Oz,0_10pct,<10% off,35,0.035,0.0228,0.0093,0.0481,46.1033,34.6444,,0.047,2.87,2.89,2026-03-30T00:00:00.000Z,TPR,,,,0.035,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30333,Built Puff Cookie Dough Chunk Protein Bar 1.55 Oz,10_20pct,10–20% off,22,0.2419,0.2435,0.0178,0.346,60.0727,51.6,,0.1422,2.68,2.91,2026-04-13T00:00:00.000Z,TPR,,,,0.2419,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30333,Built Puff Cookie Dough Chunk Protein Bar 1.55 Oz,20_30pct,20–30% off,3,0.0179,0.0179,0.0125,0.0234,69.5333,,,0.232,2.91,2.93,2026-02-23T00:00:00.000Z,TPR,,,,0.0179,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30333,Built Puff Cookie Dough Chunk Protein Bar 1.55 Oz,30pct_plus,≥30% off,3,0.079,0.079,0.0407,0.1173,32.8333,60.1,,0.483,2.73,2.87,2025-12-29T00:00:00.000Z,Unknown,,,,0.079,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30333,Built Puff Cookie Dough Chunk Protein Bar 1.55 Oz,no_promo,No price reduction,2,0.0126,0.0126,0.0072,0.0179,,33.2,,0.0,2.99,2.99,2025-12-22T00:00:00.000Z,Display,,,,0.0126,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30334,Built Puff Cookie Dough Chunk Protein Bar 1.55 Oz (12 Pk),0_10pct,<10% off,23,0.0557,0.0345,0.0097,0.0736,13.9435,,,0.0606,33.53,33.93,2025-11-03T00:00:00.000Z,TPR,,,,0.0557,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30334,Built Puff Cookie Dough Chunk Protein Bar 1.55 Oz (12 Pk),10_20pct,10–20% off,4,,,,,0.0,,,0.1482,30.27,31.39,2026-01-26T00:00:00.000Z,Unknown,,,,,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30334,Built Puff Cookie Dough Chunk Protein Bar 1.55 Oz (12 Pk),20_30pct,20–30% off,1,,,,,0.0,,,0.223,28.05,29.5,2026-04-13T00:00:00.000Z,Unknown,,,,,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30334,Built Puff Cookie Dough Chunk Protein Bar 1.55 Oz (12 Pk),30pct_plus,≥30% off,1,,,,,0.0,,,0.516,33.94,34.87,2025-12-29T00:00:00.000Z,Unknown,,,,,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30362,Built Puff Brownie Batter Protein Bar 1.41 Oz,0_10pct,<10% off,43,0.0939,0.0389,0.0156,0.1143,44.5634,55.9821,,0.0557,2.89,2.93,2026-03-30T00:00:00.000Z,Display,,,,0.0939,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30362,Built Puff Brownie Batter Protein Bar 1.41 Oz,10_20pct,10–20% off,38,0.4413,0.4012,0.0282,0.6295,82.6917,118.3167,,0.1422,2.75,3.01,2026-04-13T00:00:00.000Z,TPR,,,,0.4413,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30362,Built Puff Brownie Batter Protein Bar 1.41 Oz,20_30pct,20–30% off,7,0.2692,0.3416,0.0852,0.4136,47.9714,99.9,,0.2284,2.5,2.88,2026-01-26T00:00:00.000Z,Display,,,,0.2692,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30362,Built Puff Brownie Batter Protein Bar 1.41 Oz,30pct_plus,≥30% off,8,0.0184,0.0047,0.0046,0.0237,146.4375,,,0.5431,2.87,2.91,2025-05-12T00:00:00.000Z,TPR,,,,0.0184,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30362,Built Puff Brownie Batter Protein Bar 1.41 Oz,no_promo,No price reduction,3,0.0115,0.0098,0.0078,0.0143,,87.8,,0.0,3.06,3.06,2026-02-02T00:00:00.000Z,Display,,,,0.0115,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30363,Built Puff Brownie Batter Protein Bar 1.41 Oz (12 Pk),0_10pct,<10% off,29,0.0576,0.0483,0.0337,0.0841,25.0429,127.3,,0.0711,33.95,34.35,2026-03-30T00:00:00.000Z,TPR,,,,0.0576,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30363,Built Puff Brownie Batter Protein Bar 1.41 Oz (12 Pk),10_20pct,10–20% off,7,0.0696,0.0526,0.024,0.0714,14.5167,96.1,,0.1431,32.48,33.7,2026-03-09T00:00:00.000Z,TPR,,,,0.0696,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30363,Built Puff Brownie Batter Protein Bar 1.41 Oz (12 Pk),20_30pct,20–30% off,1,,,,,0.7,,,0.204,30.09,30.95,2026-04-13T00:00:00.000Z,TPR,,,,,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30380,Built Puff Brownie Batter Protein Bar 1.41 Oz (4 Pk),0_10pct,<10% off,7,0.3926,0.4557,0.2793,0.5661,52.0571,71.2,66.55,0.0873,9.99,10.53,2026-03-09T00:00:00.000Z,TPR,,,,0.3926,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30380,Built Puff Brownie Batter Protein Bar 1.41 Oz (4 Pk),10_20pct,10–20% off,1,0.008,0.008,0.008,0.008,119.0,,,0.165,9.97,9.99,2025-11-17T00:00:00.000Z,TPR,,,,0.008,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30380,Built Puff Brownie Batter Protein Bar 1.41 Oz (4 Pk),20_30pct,20–30% off,1,0.0097,0.0097,0.0097,0.0097,91.6,,,0.203,10.23,10.28,2025-12-15T00:00:00.000Z,TPR,,,,0.0097,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30380,Built Puff Brownie Batter Protein Bar 1.41 Oz (4 Pk),no_promo,No price reduction,3,0.005,0.0012,0.0011,0.007,,82.0667,,0.0,9.99,9.99,2025-12-01T00:00:00.000Z,Display,,,,0.005,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30381,Built Puff Coconut Protein Bar 1.41 Oz (4 Pk),0_10pct,<10% off,9,0.2503,0.3661,0.0411,0.4161,29.375,142.9667,89.85,0.0936,10.01,10.4,2026-03-09T00:00:00.000Z,TPR,,,,0.2503,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30381,Built Puff Coconut Protein Bar 1.41 Oz (4 Pk),10_20pct,10–20% off,2,0.1701,0.1701,0.1536,0.1865,86.1,104.1,,0.101,10.01,10.33,2026-03-02T00:00:00.000Z,Display,,,,0.1701,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30381,Built Puff Coconut Protein Bar 1.41 Oz (4 Pk),20_30pct,20–30% off,1,0.0143,0.0143,0.0143,0.0143,74.4,,,0.207,9.98,10.04,2025-12-08T00:00:00.000Z,TPR,,,,0.0143,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30381,Built Puff Coconut Protein Bar 1.41 Oz (4 Pk),30pct_plus,≥30% off,1,,,,,0.0,,,0.333,10.29,10.34,2025-12-15T00:00:00.000Z,Unknown,,,,,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30432,Built Puff Mint Chip Protein Bar 1.41 Oz,0_10pct,<10% off,8,0.3466,0.4134,0.1973,0.477,61.4571,117.0,,0.0732,2.98,3.08,2026-04-06T00:00:00.000Z,TPR,,,,0.3466,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30432,Built Puff Mint Chip Protein Bar 1.41 Oz,10_20pct,10–20% off,5,0.2717,0.4031,0.0394,0.4204,61.26,,,0.1416,2.49,2.73,2026-04-13T00:00:00.000Z,TPR,,,,0.2717,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30432,Built Puff Mint Chip Protein Bar 1.41 Oz,30pct_plus,≥30% off,12,0.6982,0.8225,0.4199,0.9015,108.1667,,,0.4852,1.47,2.51,2025-11-17T00:00:00.000Z,TPR,,,,0.6982,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30432,Built Puff Mint Chip Protein Bar 1.41 Oz,no_promo,No price reduction,1,0.0284,0.0284,0.0284,0.0284,,53.4,,0.0,2.99,2.99,2025-06-30T00:00:00.000Z,Display,,,,0.0284,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30467,Built Puff Mint Chip Protein Bar 1.41 Oz (12 Pk),10_20pct,10–20% off,1,,,,,0.0,,,0.144,35.52,36.42,2025-09-15T00:00:00.000Z,Unknown,,,,,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30467,Built Puff Mint Chip Protein Bar 1.41 Oz (12 Pk),20_30pct,20–30% off,1,,,,,0.5,,,0.221,25.94,27.25,2026-04-13T00:00:00.000Z,TPR,,,,,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30467,Built Puff Mint Chip Protein Bar 1.41 Oz (12 Pk),30pct_plus,≥30% off,3,0.3043,0.3043,0.3043,0.3043,194.8,,,0.4833,17.03,21.7,2025-10-27T00:00:00.000Z,TPR,,,,0.3043,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30550,Built Puff Cookies N Cream Protein Bar 1.41 Oz,0_10pct,<10% off,14,0.1472,0.075,0.0353,0.2371,137.93,40.2,,0.0574,2.87,2.95,2026-03-30T00:00:00.000Z,TPR,,,,0.1472,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30550,Built Puff Cookies N Cream Protein Bar 1.41 Oz,10_20pct,10–20% off,11,0.3282,0.3148,0.1736,0.4646,47.2818,11.85,,0.1255,2.69,2.96,2026-04-13T00:00:00.000Z,TPR,,,,0.3282,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30550,Built Puff Cookies N Cream Protein Bar 1.41 Oz,20_30pct,20–30% off,1,0.6574,0.6574,0.6574,0.6574,61.6,105.3,,0.299,2.08,2.93,2026-01-19T00:00:00.000Z,Display,,,,0.6574,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30550,Built Puff Cookies N Cream Protein Bar 1.41 Oz,30pct_plus,≥30% off,5,0.4609,0.5597,0.2727,0.7111,68.78,104.075,,0.3498,2.25,2.95,2026-01-26T00:00:00.000Z,Display,,,,0.4609,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30550,Built Puff Cookies N Cream Protein Bar 1.41 Oz,no_promo,No price reduction,10,0.0444,0.0337,0.0156,0.0409,,38.72,,0.0,2.99,2.99,2026-03-16T00:00:00.000Z,Display,,,,0.0444,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30558,Built Puff Cookie Dough Chunk Protein Bar 1.55 Oz (4 Pk),0_10pct,<10% off,7,0.2695,0.3433,0.1104,0.3993,42.8167,142.25,73.15,0.0933,9.84,10.37,2026-03-02T00:00:00.000Z,TPR,,,,0.2695,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30558,Built Puff Cookie Dough Chunk Protein Bar 1.55 Oz (4 Pk),10_20pct,10–20% off,1,0.0035,0.0035,0.0035,0.0035,50.4,,,0.101,10.59,10.6,2026-03-09T00:00:00.000Z,TPR,,,,0.0035,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30558,Built Puff Cookie Dough Chunk Protein Bar 1.55 Oz (4 Pk),20_30pct,20–30% off,2,0.0033,0.0033,0.0033,0.0033,51.2,,,0.2435,10.61,10.62,2026-03-30T00:00:00.000Z,TPR,,,,0.0033,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30558,Built Puff Cookie Dough Chunk Protein Bar 1.55 Oz (4 Pk),30pct_plus,≥30% off,4,0.0023,0.0023,0.0023,0.0023,11.65,,,0.4735,10.45,10.47,2026-03-16T00:00:00.000Z,Unknown,,,,0.0023,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30573,Built Puff Strawberries N Cream Protein Bar 1.41 Oz,0_10pct,<10% off,5,0.0425,0.0326,0.0243,0.0435,34.6,71.26,,0.0212,2.98,2.99,2026-02-09T00:00:00.000Z,Display,,,,0.0425,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30573,Built Puff Strawberries N Cream Protein Bar 1.41 Oz,10_20pct,10–20% off,2,0.2348,0.2348,0.2261,0.2436,23.75,24.1,,0.15,2.54,2.99,2026-04-13T00:00:00.000Z,Display,,,,0.2348,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30573,Built Puff Strawberries N Cream Protein Bar 1.41 Oz,30pct_plus,≥30% off,5,0.5029,0.539,0.5345,0.546,48.52,68.94,,0.308,2.07,2.98,2026-01-26T00:00:00.000Z,Display,,,,0.5029,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30573,Built Puff Strawberries N Cream Protein Bar 1.41 Oz,no_promo,No price reduction,10,0.0486,0.0453,0.0329,0.0627,,72.22,,0.0,2.99,2.99,2026-03-30T00:00:00.000Z,Display,,,,0.0486,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30577,Built Puff Salted Caramel Protein Bar 1.41 Oz (4 Pk),0_10pct,<10% off,7,0.2777,0.2888,0.2354,0.3377,41.6167,90.5,,0.0939,9.89,10.43,2026-03-02T00:00:00.000Z,Display,,,,0.2777,observational
