TABLE_QUALIFIER,TABLE_OWNER,TABLE_NAME,table_userdata,table_remarks,COLUMN_NAME,DATA_TYPE,TYPE_NAME,OA_LENGTH,OA_PRECISION,OA_NULLABLE,col_userdata,col_remarks
SCHEMA,SYSTEM,OA_COLUMNS,NULL,Descriptions of columns for all the Tables in the database,TABLE_QUALIFIER,-9,WVARCHAR,256,128,1,NULL,Name of the table qualifier
SCHEMA,SYSTEM,OA_COLUMNS,NULL,Descriptions of columns for all the Tables in the database,TABLE_OWNER,-9,WVARCHAR,256,128,1,NULL,Name of the table owner
SCHEMA,SYSTEM,OA_COLUMNS,NULL,Descriptions of columns for all the Tables in the database,TABLE_NAME,-9,WVARCHAR,256,128,0,NULL,Name of the table
SCHEMA,SYSTEM,OA_COLUMNS,NULL,Descriptions of columns for all the Tables in the database,COLUMN_NAME,-9,WVARCHAR,256,128,0,NULL,Name of the column
SCHEMA,SYSTEM,OA_COLUMNS,NULL,Descriptions of columns for all the Tables in the database,DATA_TYPE,5,SMALLINT,2,5,0,NULL,Column's SQL data type
SCHEMA,SYSTEM,OA_COLUMNS,NULL,Descriptions of columns for all the Tables in the database,TYPE_NAME,-9,WVARCHAR,256,128,0,NULL,Data source dependent data type name
SCHEMA,SYSTEM,OA_COLUMNS,NULL,Descriptions of columns for all the Tables in the database,OA_LENGTH,4,INTEGER,4,10,1,NULL,"Contains the length in bytes of data transferred for Fetch, GetData etc"
SCHEMA,SYSTEM,OA_COLUMNS,NULL,Descriptions of columns for all the Tables in the database,OA_PRECISION,4,INTEGER,4,10,1,NULL,Contains the precision of the column on the data source
SCHEMA,SYSTEM,OA_COLUMNS,NULL,Descriptions of columns for all the Tables in the database,OA_RADIX,5,SMALLINT,2,5,1,NULL,"Radix of data type, NULL for datatypes where radix does not apply"
SCHEMA,SYSTEM,OA_COLUMNS,NULL,Descriptions of columns for all the Tables in the database,OA_SCALE,5,SMALLINT,2,5,1,NULL,Scale of the column on the data source
SCHEMA,SYSTEM,OA_COLUMNS,NULL,Descriptions of columns for all the Tables in the database,OA_NULLABLE,5,SMALLINT,2,5,0,NULL,Contains value indicating if column accepts NULL values
SCHEMA,SYSTEM,OA_COLUMNS,NULL,Descriptions of columns for all the Tables in the database,OA_SCOPE,5,SMALLINT,2,5,1,NULL,Scope of the column
SCHEMA,SYSTEM,OA_COLUMNS,NULL,Descriptions of columns for all the Tables in the database,OA_USERDATA,-9,WVARCHAR,512,256,1,NULL,For Internal IP use only. Contains Data about the column that the IP requires
SCHEMA,SYSTEM,OA_COLUMNS,NULL,Descriptions of columns for all the Tables in the database,OA_SUPPORT,-9,WVARCHAR,256,128,1,NULL,For Internal IP use only. Contains operators that the IP supports for the column
SCHEMA,SYSTEM,OA_COLUMNS,NULL,Descriptions of columns for all the Tables in the database,PSEUDO_COLUMN,5,SMALLINT,2,5,1,NULL,Indicates whether column is pseudo column
SCHEMA,SYSTEM,OA_COLUMNS,NULL,Descriptions of columns for all the Tables in the database,OA_COLUMNTYPE,5,SMALLINT,2,5,1,NULL,"Indicates whether column type is SQL_BEST_ROWID(1), SQL_ROWER(2), both(3), None(0)"
SCHEMA,SYSTEM,OA_COLUMNS,NULL,Descriptions of columns for all the Tables in the database,REMARKS,-9,WVARCHAR,512,256,1,NULL,Contains description of the column
SCHEMA,SYSTEM,OA_TABLES,NULL,Description of all the tables in the database,TABLE_QUALIFIER,-9,WVARCHAR,256,128,1,NULL,Name of the table qualifier
SCHEMA,SYSTEM,OA_TABLES,NULL,Description of all the tables in the database,TABLE_OWNER,-9,WVARCHAR,256,128,1,NULL,Name of the table owner
SCHEMA,SYSTEM,OA_TABLES,NULL,Description of all the tables in the database,TABLE_NAME,-9,WVARCHAR,256,128,0,NULL,Name of the table
SCHEMA,SYSTEM,OA_TABLES,NULL,Description of all the tables in the database,TABLE_TYPE,-9,WVARCHAR,256,128,0,NULL,"Table type - on of TABLE, SYSTEM TABLE, VIEW, GLOBAL etc."
SCHEMA,SYSTEM,OA_TABLES,NULL,Description of all the tables in the database,TABLE_PATH,-9,WVARCHAR,512,256,1,NULL,Full pathname
SCHEMA,SYSTEM,OA_TABLES,NULL,Description of all the tables in the database,OA_USERDATA,-9,WVARCHAR,512,256,1,NULL,For Internal IP use only. Contains Data about the table that the IP requires
SCHEMA,SYSTEM,OA_TABLES,NULL,Description of all the tables in the database,OA_SUPPORT,-9,WVARCHAR,256,128,1,NULL,For Internal IP use only. Contains functions supported by the IP on the table
SCHEMA,SYSTEM,OA_TABLES,NULL,Description of all the tables in the database,REMARKS,-9,WVARCHAR,512,256,1,NULL,Contains description of the table
SCHEMA,SYSTEM,OA_TYPES,NULL,Data types supported by the Database,TYPE_NAME,-9,WVARCHAR,256,128,0,NULL,"Data type Name ,data source dependent"
SCHEMA,SYSTEM,OA_TYPES,NULL,Data types supported by the Database,DATA_TYPE,5,SMALLINT,2,5,0,NULL,"SQL Data type, ODBC SQL data type or driver specific SQL data type"
SCHEMA,SYSTEM,OA_TYPES,NULL,Data types supported by the Database,OA_PRECISION,4,INTEGER,4,10,1,NULL,Maximum precison of the data type on the data source
SCHEMA,SYSTEM,OA_TYPES,NULL,Data types supported by the Database,LITERAL_PREFIX,12,VARCHAR,128,128,1,NULL,"Characters used to prefix a literal, like  ' or ''"
SCHEMA,SYSTEM,OA_TYPES,NULL,Data types supported by the Database,LITERAL_SUFFIX,12,VARCHAR,128,128,1,NULL,"Characters used to suffix a literal, like  ' or ''"
SCHEMA,SYSTEM,OA_TYPES,NULL,Data types supported by the Database,CREATE_PARAMS,12,VARCHAR,128,128,1,NULL,"Params used for particular datatype, EMPTY_VAL if it does not apply"
SCHEMA,SYSTEM,OA_TYPES,NULL,Data types supported by the Database,OA_NULLABLE,5,SMALLINT,2,5,0,NULL,Indicates whether the data type accepts a NULL value
SCHEMA,SYSTEM,OA_TYPES,NULL,Data types supported by the Database,CASE_SENSITIVE,5,SMALLINT,2,5,0,NULL,"True if data type is character data type and is case sensitive, False otherwise"
SCHEMA,SYSTEM,OA_TYPES,NULL,Data types supported by the Database,OA_SEARCHABLE,5,SMALLINT,2,5,0,NULL,Indicates how the data type is used in a where clause
SCHEMA,SYSTEM,OA_TYPES,NULL,Data types supported by the Database,UNSIGNED_ATTRIB,5,SMALLINT,2,5,1,NULL,"    True if datatype is unsigned, False if it is signed , NULL if not applicable"
SCHEMA,SYSTEM,OA_TYPES,NULL,Data types supported by the Database,OA_MONEY,5,SMALLINT,2,5,0,NULL,"True if it is Money data type, False if it is not"
SCHEMA,SYSTEM,OA_TYPES,NULL,Data types supported by the Database,AUTO_INCREMENT,5,SMALLINT,2,5,1,NULL,"True if the data type is autoincrementing, False if it is not, NULL if not applicable"
SCHEMA,SYSTEM,OA_TYPES,NULL,Data types supported by the Database,MINIMUM_SCALE,5,SMALLINT,2,5,1,NULL,Minumum scale of datatype on datasource
SCHEMA,SYSTEM,OA_TYPES,NULL,Data types supported by the Database,MAXIMUM_SCALE,5,SMALLINT,2,5,1,NULL,Maximum scale of datatype on datasource
SCHEMA,SYSTEM,OA_TYPES,NULL,Data types supported by the Database,LOCAL_TYPE_NAME,-9,WVARCHAR,256,128,1,NULL,Local data source dependent name of the data type
SCHEMA,SYSTEM,OA_INFO,NULL,Data Source information,INFO_NAME,12,VARCHAR,128,128,0,NULL,Name of the Information
SCHEMA,SYSTEM,OA_INFO,NULL,Data Source information,INFO_NUM,5,SMALLINT,2,5,0,NULL,Number of the Information
SCHEMA,SYSTEM,OA_INFO,NULL,Data Source information,INFO_INT,5,SMALLINT,2,5,1,NULL,Integer value of the information
SCHEMA,SYSTEM,OA_INFO,NULL,Data Source information,INFO_BITMASK,4,INTEGER,4,10,1,NULL,Bitmask value of the Information
SCHEMA,SYSTEM,OA_INFO,NULL,Data Source information,INFO_TEXT,12,VARCHAR,128,128,1,NULL,Character value of the Information
SCHEMA,SYSTEM,OA_INFO,NULL,Data Source information,REMARKS,12,VARCHAR,128,128,1,NULL,Description of the Information
SCHEMA,SYSTEM,OA_STATISTICS,NULL,Index information of all tables in the database,TABLE_QUALIFIER,-9,WVARCHAR,256,128,1,NULL,Name of the table qualifier
SCHEMA,SYSTEM,OA_STATISTICS,NULL,Index information of all tables in the database,TABLE_OWNER,-9,WVARCHAR,256,128,1,NULL,Name of the table owner
SCHEMA,SYSTEM,OA_STATISTICS,NULL,Index information of all tables in the database,TABLE_NAME,-9,WVARCHAR,256,128,0,NULL,Name of the table
SCHEMA,SYSTEM,OA_STATISTICS,NULL,Index information of all tables in the database,NON_UNIQUE,5,SMALLINT,2,5,1,NULL,Field indicating whether index prohibits duplicate values
SCHEMA,SYSTEM,OA_STATISTICS,NULL,Index information of all tables in the database,INDEX_QUALIFIER,-9,WVARCHAR,256,128,1,NULL,Identifer to qualify the index name
SCHEMA,SYSTEM,OA_STATISTICS,NULL,Index information of all tables in the database,INDEX_NAME,-9,WVARCHAR,256,128,1,NULL,"Index identifer, NULL if type is 0"
SCHEMA,SYSTEM,OA_STATISTICS,NULL,Index information of all tables in the database,OA_TYPE,5,SMALLINT,2,5,0,NULL,Indicates type of index
SCHEMA,SYSTEM,OA_STATISTICS,NULL,Index information of all tables in the database,SEQ_IN_INDEX,5,SMALLINT,2,5,1,NULL,Column sequence number in index
SCHEMA,SYSTEM,OA_STATISTICS,NULL,Index information of all tables in the database,COLUMN_NAME,-9,WVARCHAR,256,128,1,NULL,"Column identifer, NULL if type is 0"
SCHEMA,SYSTEM,OA_STATISTICS,NULL,Index information of all tables in the database,OA_COLLATION,12,VARCHAR,1,1,1,NULL,"Sort sequence for the columns, A-ascending, D-descending, NULL if not applicable"
SCHEMA,SYSTEM,OA_STATISTICS,NULL,Index information of all tables in the database,OA_CARDINALITY,4,INTEGER,4,10,1,NULL,Cardinality of table or index
SCHEMA,SYSTEM,OA_STATISTICS,NULL,Index information of all tables in the database,OA_PAGES,4,INTEGER,4,10,1,NULL,Number of pages used to store the index or table
SCHEMA,SYSTEM,OA_STATISTICS,NULL,Index information of all tables in the database,FILTER_CONDITIONS,12,VARCHAR,128,128,1,NULL,NULL if not Filtered index else indicates the filter condition
SCHEMA,SYSTEM,OA_FKEYS,NULL,Foriegn Key information of all tables  in the database,PKTABLE_QUALIFIER,-9,WVARCHAR,256,128,1,NULL,Name of the primary key table qualifier
SCHEMA,SYSTEM,OA_FKEYS,NULL,Foriegn Key information of all tables  in the database,PKTABLE_OWNER,-9,WVARCHAR,256,128,1,NULL,Name of the primary key table owner
SCHEMA,SYSTEM,OA_FKEYS,NULL,Foriegn Key information of all tables  in the database,PKTABLE_NAME,-9,WVARCHAR,256,128,0,NULL,Name of the primary key table
SCHEMA,SYSTEM,OA_FKEYS,NULL,Foriegn Key information of all tables  in the database,PKCOLUMN_NAME,-9,WVARCHAR,256,128,0,NULL,Name of the primary key column
SCHEMA,SYSTEM,OA_FKEYS,NULL,Foriegn Key information of all tables  in the database,FKTABLE_QUALIFIER,-9,WVARCHAR,256,128,1,NULL,Name of the foreign key table qualifier
SCHEMA,SYSTEM,OA_FKEYS,NULL,Foriegn Key information of all tables  in the database,FKTABLE_OWNER,-9,WVARCHAR,256,128,1,NULL,Name of the foreign key table owner
SCHEMA,SYSTEM,OA_FKEYS,NULL,Foriegn Key information of all tables  in the database,FKTABLE_NAME,-9,WVARCHAR,256,128,1,NULL,Name of the foreign key table
SCHEMA,SYSTEM,OA_FKEYS,NULL,Foriegn Key information of all tables  in the database,FKCOLUMN_NAME,-9,WVARCHAR,256,128,1,NULL,Name of the foreign key column
SCHEMA,SYSTEM,OA_FKEYS,NULL,Foriegn Key information of all tables  in the database,KEY_SEQ,5,SMALLINT,2,5,0,NULL,Column sequence number in key starting at 1
SCHEMA,SYSTEM,OA_FKEYS,NULL,Foriegn Key information of all tables  in the database,UPDATE_RULE,5,SMALLINT,2,5,1,NULL,Action to be applied to foreign key when the SQL operation is UPDATE
SCHEMA,SYSTEM,OA_FKEYS,NULL,Foriegn Key information of all tables  in the database,DELETE_RULE,5,SMALLINT,2,5,1,NULL,Action to be applied to foreign key when the SQL operation is DELETE
SCHEMA,SYSTEM,OA_FKEYS,NULL,Foriegn Key information of all tables  in the database,FK_NAME,-9,WVARCHAR,256,128,1,NULL,Name of the foreign key
SCHEMA,SYSTEM,OA_FKEYS,NULL,Foriegn Key information of all tables  in the database,PK_NAME,-9,WVARCHAR,256,128,1,NULL,Name of the primary key
SCHEMA,SYSTEM,OA_PROC,NULL,Description of all the procedure names in the database,OA_QUALIFIER,-9,WVARCHAR,256,128,1,NULL,Name of the procedure qualifier
SCHEMA,SYSTEM,OA_PROC,NULL,Description of all the procedure names in the database,OA_OWNER,-9,WVARCHAR,256,128,1,NULL,Name of the procedure owner
SCHEMA,SYSTEM,OA_PROC,NULL,Description of all the procedure names in the database,OA_NAME,-9,WVARCHAR,256,128,0,NULL,Name of the procedure
SCHEMA,SYSTEM,OA_PROC,NULL,Description of all the procedure names in the database,NUM_INPUT_PARAMS,4,INTEGER,4,10,1,NULL,Future use
SCHEMA,SYSTEM,OA_PROC,NULL,Description of all the procedure names in the database,NUM_OUTPUT_PARAMS,4,INTEGER,4,10,1,NULL,Future use
SCHEMA,SYSTEM,OA_PROC,NULL,Description of all the procedure names in the database,NUM_RESULT_SETS,4,INTEGER,4,10,1,NULL,Future use
SCHEMA,SYSTEM,OA_PROC,NULL,Description of all the procedure names in the database,REMARKS,-9,WVARCHAR,512,256,1,NULL,Contains description of the procedure
SCHEMA,SYSTEM,OA_PROC,NULL,Description of all the procedure names in the database,PROCEDURE_TYPE,5,SMALLINT,2,5,1,NULL,"Procedure type-SQL_PT_UNKNOWN, SQL_PT_PROCEDURE, SQL_PT_FUNCTION"
SCHEMA,SYSTEM,OA_PROC,NULL,Description of all the procedure names in the database,OA_USERDATA,-9,WVARCHAR,512,256,1,NULL,For Internal IP use only. Contains Data about the procedure that the IP requires
SCHEMA,SYSTEM,OA_PROCCOLUMNS,NULL,Descriptions of input and output parameters and columns that make up result set for specified procedures,OA_QUALIFIER,-9,WVARCHAR,256,128,1,NULL,Name of the procedure qualifier
SCHEMA,SYSTEM,OA_PROCCOLUMNS,NULL,Descriptions of input and output parameters and columns that make up result set for specified procedures,OA_OWNER,-9,WVARCHAR,256,128,1,NULL,Name of the procedure owner
SCHEMA,SYSTEM,OA_PROCCOLUMNS,NULL,Descriptions of input and output parameters and columns that make up result set for specified procedures,OA_NAME,-9,WVARCHAR,256,128,0,NULL,Name of the procedure
SCHEMA,SYSTEM,OA_PROCCOLUMNS,NULL,Descriptions of input and output parameters and columns that make up result set for specified procedures,COLUMN_NAME,-9,WVARCHAR,256,128,0,NULL,Name of the procedure column
SCHEMA,SYSTEM,OA_PROCCOLUMNS,NULL,Descriptions of input and output parameters and columns that make up result set for specified procedures,OA_COLUMNTYPE,5,SMALLINT,2,5,0,NULL,defines whether procedure column is parameter or result set
SCHEMA,SYSTEM,OA_PROCCOLUMNS,NULL,Descriptions of input and output parameters and columns that make up result set for specified procedures,DATA_TYPE,5,SMALLINT,2,5,0,NULL,Column's SQL data type
SCHEMA,SYSTEM,OA_PROCCOLUMNS,NULL,Descriptions of input and output parameters and columns that make up result set for specified procedures,TYPE_NAME,-9,WVARCHAR,256,128,0,NULL,Data source dependent data type name
SCHEMA,SYSTEM,OA_PROCCOLUMNS,NULL,Descriptions of input and output parameters and columns that make up result set for specified procedures,OA_PRECISION,4,INTEGER,4,10,1,NULL,Contains the precision of the procedure column on the data source
SCHEMA,SYSTEM,OA_PROCCOLUMNS,NULL,Descriptions of input and output parameters and columns that make up result set for specified procedures,OA_LENGTH,4,INTEGER,4,10,1,NULL,"Contains the length in bytes of data transferred for Fetch, GetData etc"
SCHEMA,SYSTEM,OA_PROCCOLUMNS,NULL,Descriptions of input and output parameters and columns that make up result set for specified procedures,OA_SCALE,5,SMALLINT,2,5,1,NULL,Scale of the procedure column on the data source
SCHEMA,SYSTEM,OA_PROCCOLUMNS,NULL,Descriptions of input and output parameters and columns that make up result set for specified procedures,OA_RADIX,5,SMALLINT,2,5,1,NULL,"Radix of data type, NULL for datatypes where radix does not apply"
SCHEMA,SYSTEM,OA_PROCCOLUMNS,NULL,Descriptions of input and output parameters and columns that make up result set for specified procedures,OA_NULLABLE,5,SMALLINT,2,5,0,NULL,Contains value indicating if column accepts NULL values
SCHEMA,SYSTEM,OA_PROCCOLUMNS,NULL,Descriptions of input and output parameters and columns that make up result set for specified procedures,OA_USERDATA,-9,WVARCHAR,512,256,1,NULL,For Internal IP use only. Contains Data about the column that the IP requires
SCHEMA,SYSTEM,OA_PROCCOLUMNS,NULL,Descriptions of input and output parameters and columns that make up result set for specified procedures,REMARKS,-9,WVARCHAR,512,256,1,NULL,Contains description of the column
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Account,SVMD------------|Accounting,Account,accountsearchdisplayname,-9,VARCHAR2,308,154,1,SV--------------|None,Display Name
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Account,SVMD------------|Accounting,Account,accountsearchdisplaynamecopy,-9,VARCHAR2,186,93,1,SV--------------|None,Name
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Account,SVMD------------|Accounting,Account,acctnumber,-9,VARCHAR2,120,60,1,SV--------------|None,Number
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Account,SVMD------------|Accounting,Account,accttype,-9,VARCHAR2,24,12,1,SV--D-----------|None,Type
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Account,SVMD------------|Accounting,Account,balance,8,DOUBLE,8,38,1,SV--------------|None,Balance
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Account,SVMD------------|Accounting,Account,billableexpensesacct,-5,BIGINT,8,38,1,SV--D-----------|None,Track Billable Expenses in
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Account,SVMD------------|Accounting,Account,cashflowrate,-9,VARCHAR2,20,10,1,SV--D-----------|Subsidiaries And Multiple Currencies,Cash Flow Rate Type
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Account,SVMD------------|Accounting,Account,category1099misc,-5,BIGINT,8,38,1,SV--D-----------|None,1099-MISC Category
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Account,SVMD------------|Accounting,Account,class,-5,BIGINT,8,38,1,SV--D-----------|Classes,Restrict to Class
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Account,SVMD------------|Accounting,Account,currency,-5,BIGINT,8,38,1,SV--D-----------|Multiple Currencies,Currency
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Account,SVMD------------|Accounting,Account,custrecord_bdc_lastupdatedbyimp_acc,-9,VARCHAR2,2,1,1,CV--------------|None,BILL Last Updated By Import
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Account,SVMD------------|Accounting,Account,department,-5,BIGINT,8,38,1,SV--D-----------|Departments,Restrict to Department
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Account,SVMD------------|Accounting,Account,description,-9,VARCHAR2,510,255,1,SV--------------|None,Description
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Account,SVMD------------|Accounting,Account,displaynamewithhierarchy,-9,VARCHAR2,12122,4000,1,SV--------------|None,Display Name (with hierarchy)
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Account,SVMD------------|Accounting,Account,eliminate,-8,CHAR,2,1,1,SV--------------|IC Framework OR Advanced Inter. Elimination,Eliminate Intercompany Transactions
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Account,SVMD------------|Accounting,Account,externalid,-9,VARCHAR2,510,255,1,SV--------------|None,External ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Account,SVMD------------|Accounting,Account,fullname,-9,VARCHAR2,62,4000,1,SV--------------|None,Full Name
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Account,SVMD------------|Accounting,Account,fxbalance,8,DOUBLE,8,38,1,SV--------------|Multiple Currencies,Foreign Currency Balance
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Account,SVMD------------|Accounting,Account,generalrate,-9,VARCHAR2,20,10,1,SV--D-----------|Subsidiaries And Multiple Currencies,General Rate Type
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Account,SVMD------------|Accounting,Account,id,-5,BIGINT,8,38,1,SV--D-----------|None,Internal ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Account,SVMD------------|Accounting,Account,includechildren,-9,VARCHAR2,2,1,1,SV--------------|Subsidiaries,Include Children
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Account,SVMD------------|Accounting,Account,inventory,-8,CHAR,2,1,1,SV--------------|None,Inventory
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Account,SVMD------------|Accounting,Account,isinactive,-8,CHAR,2,1,1,SV--------------|None,Inactive
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Account,SVMD------------|Accounting,Account,issummary,-8,CHAR,2,1,1,SV--------------|None,Summary
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Account,SVMD------------|Accounting,Account,lastmodifieddate,93,TIMESTAMP,13,0,1,SVM-------------|None,Last Modified Date
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Account,SVMD------------|Accounting,Account,location,-5,BIGINT,8,38,1,SV--D-----------|Locations,Restrict to Location
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Account,SVMD------------|Accounting,Account,parent,-5,BIGINT,8,38,1,SV--D-----------|None,Subaccount of
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Account,SVMD------------|Accounting,Account,reconcilewithmatching,-8,CHAR,2,1,1,SV--------------|None,Use Match Bank Data and Reconcile Account Statement Pages
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Account,SVMD------------|Accounting,Account,revalue,-8,CHAR,2,1,1,SV--------------|None,Revalue Open Balance for Foreign Currency Transactions
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Account,SVMD------------|Accounting,Account,sbankname,-9,VARCHAR2,62,31,1,SV--------------|None,Bank Name
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Account,SVMD------------|Accounting,Account,sbankroutingnumber,-9,VARCHAR2,18,25,1,SV--------------|None,Bank Routing Number
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Account,SVMD------------|Accounting,Account,sspecacct,-9,VARCHAR2,32,16,1,SV--D-----------|None,Special Account Type
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Account,SVMD------------|Accounting,Account,subsidiary,-9,VARCHAR2,65534,4000,1,SV--D-M---------|Subsidiaries,Subsidiaries
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Account,SVMD------------|Accounting,Account,unit,-5,BIGINT,8,38,1,SV--D-----------|Statistical Accounts,Default Unit
"Built Brands, LLC",Developer - SuiteAnalytics Connect,Account,SVMD------------|Accounting,Account,unitstype,-5,BIGINT,8,38,1,SV--D-----------|Statistical Accounts,Unit Type
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountContextSearch,SV--------------|Accounting,Accounting Context,account,-5,BIGINT,8,38,1,SH--D-----------|None,Account
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountContextSearch,SV--------------|Accounting,Accounting Context,accountingcontext,-5,BIGINT,8,38,1,SV--D-----------|None,Accounting Context
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountContextSearch,SV--------------|Accounting,Accounting Context,acctname,-9,VARCHAR2,120,93,1,SV--------------|None,Name
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountContextSearch,SV--------------|Accounting,Accounting Context,acctnumber,-9,VARCHAR2,120,60,1,SV--------------|None,Number
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountContextSearch,SV--------------|Accounting,Accounting Context,locale,-9,VARCHAR2,512,256,1,SV--D-----------|Multi-Language,Language
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountingPeriod,SVMD------------|Accounting Periods,Accounting Period,alllocked,-8,CHAR,2,1,1,SV--------------|None,All Locked
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountingPeriod,SVMD------------|Accounting Periods,Accounting Period,allownonglchanges,-8,CHAR,2,1,1,SV--------------|None,Allow Non-G/L Changes
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountingPeriod,SVMD------------|Accounting Periods,Accounting Period,aplocked,-8,CHAR,2,1,1,SV--------------|None,A/P Locked
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountingPeriod,SVMD------------|Accounting Periods,Accounting Period,arlocked,-8,CHAR,2,1,1,SV--------------|None,A/R Locked
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountingPeriod,SVMD------------|Accounting Periods,Accounting Period,closed,-8,CHAR,2,1,1,SV--------------|None,Closed
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountingPeriod,SVMD------------|Accounting Periods,Accounting Period,closedondate,93,TIMESTAMP,7,7,1,SV--------------|None,Date Closed
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountingPeriod,SVMD------------|Accounting Periods,Accounting Period,enddate,93,TIMESTAMP,7,7,1,SV--------------|None,End Date
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountingPeriod,SVMD------------|Accounting Periods,Accounting Period,fullname,-9,VARCHAR2,1194,597,1,SV--------------|Not Multiple Calendars,Full Name
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountingPeriod,SVMD------------|Accounting Periods,Accounting Period,id,-5,BIGINT,8,38,1,SV--D-----------|None,Internal ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountingPeriod,SVMD------------|Accounting Periods,Accounting Period,isadjust,-8,CHAR,2,1,1,SV--------------|None,Period is Adjustment
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountingPeriod,SVMD------------|Accounting Periods,Accounting Period,isinactive,-8,CHAR,2,1,1,SV--------------|None,Inactive
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountingPeriod,SVMD------------|Accounting Periods,Accounting Period,isposting,-8,CHAR,2,1,1,SV--------------|None,Is Posting
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountingPeriod,SVMD------------|Accounting Periods,Accounting Period,isquarter,-8,CHAR,2,1,1,SV--------------|None,Period is a Quarter
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountingPeriod,SVMD------------|Accounting Periods,Accounting Period,isyear,-8,CHAR,2,1,1,SV--------------|None,Period is a Year
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountingPeriod,SVMD------------|Accounting Periods,Accounting Period,lastmodifieddate,93,TIMESTAMP,13,0,1,SVM-------------|None,Last Modified Date
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountingPeriod,SVMD------------|Accounting Periods,Accounting Period,parent,-5,BIGINT,8,38,1,SV--D-----------|Not Multiple Calendars,Sub-period of
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountingPeriod,SVMD------------|Accounting Periods,Accounting Period,periodname,-9,VARCHAR2,80,64,1,SV--------------|None,Period Name
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountingPeriod,SVMD------------|Accounting Periods,Accounting Period,startdate,93,TIMESTAMP,7,7,1,SV--------------|None,Start Date
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountingPeriod,SVMD------------|Accounting Periods,Accounting Period,year,-5,BIGINT,8,38,1,SV--D-----------|Not Multiple Calendars,Year
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountLocalization,SV--------------|Accounting,Account Localization,account,-5,BIGINT,8,38,1,SH--D-----------|None,Account
"Built Brands, LLC",Developer - SuiteAnalytics Connect,AccountLocalization,SV--------------|Accounting,Account Localization,accountingcontext,-5,BIGINT,8,38,1,SV--D-----------|None,Accounting Context
