TABLE_QUALIFIER,TABLE_OWNER,TABLE_NAME,table_userdata,table_remarks,COLUMN_NAME,DATA_TYPE,TYPE_NAME,OA_LENGTH,OA_PRECISION,OA_NULLABLE,col_userdata,col_remarks
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_ccc_total_heavy_item_comm_qty,8,DOUBLE,8,38,1,CV--------------|None,Total Heavy Item Committed Quantity
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_ccc_total_heavy_item_pack_qty,8,DOUBLE,8,38,1,CV--------------|None,Total Heavy Item Quantity For Packaging
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_ccc_total_heavy_item_quantity,8,DOUBLE,8,38,1,CV--------------|None,Total Heavy Item Quantity
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_ccc_total_heavy_units_in_pckg,8,DOUBLE,8,38,1,CV--------------|None,Total Heavy Units in Package
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_ccc_total_item_boxes,8,DOUBLE,8,38,1,CV--------------|None,Total Item Boxes
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_ccc_total_item_cartons,-9,VARCHAR2,8000,4000,1,CV--D-M---------|None,Total Item Cartons
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_ccc_total_item_committed_qty,8,DOUBLE,8,38,1,CV--------------|None,Total Item Committed Quantity
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_ccc_total_item_pack_qty,8,DOUBLE,8,38,1,CV--------------|None,Total Item Quantity For Packaging
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_ccc_total_item_quantity,8,DOUBLE,8,38,1,CV--------------|None,Total Item Quantity
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_ccc_total_item_weight_lb,8,DOUBLE,8,38,1,CV--------------|None,Total Item Weight (lb)
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_ccc_total_item_weight_lbs,8,DOUBLE,8,38,1,CV--------------|None,Total Item Weight (LBS)
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_ccc_total_item_weight_oz,8,DOUBLE,8,38,1,CV--------------|None,Total Item Weight (oz)
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_ccc_total_items_in_item_lines,-9,VARCHAR2,8000,4000,1,CV--D-M---------|None,Total Items in Item Lines
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_ccc_total_items_in_packages,-9,VARCHAR2,8000,4000,1,CV--D-M---------|None,Total Items in Packages
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_ccc_total_light_item_boxes,8,DOUBLE,8,38,1,CV--------------|None,Total Light Item Boxes
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_ccc_total_light_item_comm_qty,-9,VARCHAR2,600,4000,1,CV--------------|None,Total Light Item Committed Quantity
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_ccc_total_light_item_pack_qty,8,DOUBLE,8,38,1,CV--------------|None,Total Light Item Quantity For Packaging
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_ccc_total_light_item_quantity,8,DOUBLE,8,38,1,CV--------------|None,Total Light Item Quantity
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_ccc_total_light_units_in_pckg,8,DOUBLE,8,38,1,CV--------------|None,Total Light Units in Package
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_ccc_total_number_disc_lines,-5,BIGINT,8,38,1,CV--------------|None,Total Number of Discount Lines
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_ccc_total_number_item_lines,-5,BIGINT,8,38,1,CV--------------|None,Total Number of Item Lines
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_ccc_total_package_weight_oz,8,DOUBLE,8,38,1,CV--------------|None,Total Package Weight (oz)
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_ccc_total_percent_disc_lines,8,DOUBLE,8,38,1,CV--------------|None,Total Percentage of Discount Lines
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_ccc_total_units_in_package,8,DOUBLE,8,38,1,CV--------------|None,Total Units in Package
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_ccc_tracking_url,-9,VARCHAR2,600,4000,1,CV--------------|None,Tracking URL
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_ccc_uploaded_from_nurished,-8,CHAR,2,1,1,CV--------------|None,Uploaded from Nurished?
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_ccc_wbf_allow_execution,-8,CHAR,2,1,1,CV--------------|None,Weatherbit Forecast: Allow Execution
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_ccc_wbf_data,-10,CLOB,8000,4000,1,CV--------------|None,Weather Forecast: Data
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_ccc_wbf_date_from,93,TIMESTAMP,7,7,1,CV--------------|None,Weather Forecast: Date From
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_ccc_wbf_date_to,93,TIMESTAMP,7,7,1,CV--------------|None,Weather Forecast: Date To
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_ccc_wbf_exclude,-8,CHAR,2,1,1,CV--------------|None,Weather Forecast: Exclude?
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_ccc_wbf_highest_temp_date,93,TIMESTAMP,7,7,1,CV--------------|None,Weather Forecast: Highest Temperature Date
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_ccc_wbf_highest_temperature,8,DOUBLE,8,38,1,CV--------------|None,Weather Forecast: Highest Temperature
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_ccc_wbf_ice_packs_added,-8,CHAR,2,1,1,CV--------------|None,Weather Forecast: Ice Packs Added?
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_ccc_wbf_require_freeze,-8,CHAR,2,1,1,CV--------------|None,Weather Forecast: Require Freeze?
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_ccc_webship_shipment,-5,BIGINT,8,38,1,CV--D-----------|None,Webship Shipment
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_cooler_manually_added,-8,CHAR,2,1,1,CV--------------|None,Cooler Manually Added
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_cybs_payment_data,-10,CLOB,8000,4000,1,CV--------------|None,CyberSource Payment Data
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_date_marked_shipped,93,TIMESTAMP,7,7,1,CV--------------|None,Date Marked Shipped
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_default_package_code_id,-9,VARCHAR2,600,4000,1,CV--------------|None,Default Package Code ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_do_not_send_asn,-8,CHAR,2,1,1,CV--------------|None,Do Not Send ASN
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_ehub_rate_request_count,-5,BIGINT,8,38,1,CV--------------|None,eHub: Rate Request Count
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_estimated_tax_amount,-9,VARCHAR2,600,4000,1,CV--------------|None,Estimated Tax Amount
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_fa_channel,-9,VARCHAR2,600,4000,1,CV--------------|None,NetSuite Connector Storefront
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_fa_channel_order,-9,VARCHAR2,600,4000,1,CV--------------|None,NetSuite Connector Storefront Order Number
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_fa_order_total,-9,VARCHAR2,8000,4000,1,CV--------------|None,NetSuite Connector Order Total
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_fa_recalc_taxes,-8,CHAR,2,1,1,CV--------------|None,NetSuite Connector Recalculate Tax
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_fa_shipping_tax,-9,VARCHAR2,600,4000,1,CV--------------|None,NetSuite Connector Shipping Tax
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_fa_tracking_url,-9,VARCHAR2,600,4000,1,CV--------------|None,NetSuite Connector Tracking URL
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_fulfillment_created,-8,CHAR,2,1,1,CV--------------|None,Fulfillment Created
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_inventory_shortage,-8,CHAR,2,1,1,CV--------------|None,Inventory Shortage
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_is_international_shipment,-8,CHAR,2,1,1,CV--------------|None,Is International Shipment
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_latest_ship_by_date,93,TIMESTAMP,7,7,1,CV--------------|None,Latest Ship By Date
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_marketing_order_type,-5,BIGINT,8,38,1,CV--D-----------|None,Marketing Order Type
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_mfgmob_mmprocessed,-8,CHAR,2,1,1,CV--------------|None,Manufacturing Mobile Processed
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_mfgmob_wobackflush,-8,CHAR,2,1,1,CV--------------|None,Backflush all Components
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_mfgmob_worealtime,-8,CHAR,2,1,1,CV--------------|None,Real Time Build
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_mfgmob_workcenter,-5,BIGINT,8,38,1,CV--D-----------|None,Work Center
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_mhi_builtbar_amware_kit_text,-9,VARCHAR2,600,4000,1,CV--------------|None,Amware Shipping Kit Code Text
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_mhi_shipping_config,-5,BIGINT,8,38,1,CV--D-----------|None,Shipping Configuration
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_mhi_shipping_kit_code,-5,BIGINT,8,38,1,CV--D-----------|None,Shipping Kit Code
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_mhi_twilio_msg_date,93,TIMESTAMP,13,0,1,CV--------------|None,Twilio Text Date
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_mhi_twilio_msg_sid,-9,VARCHAR2,600,4000,1,CV--------------|None,Twilio Text SID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_package_code_defaulted,-8,CHAR,2,1,1,CV--------------|None,Package Code Defaulted
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_packship_account_number,-9,VARCHAR2,600,4000,1,CV--------------|None,Other Party Billing Account Number
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_packship_actual_shipping_cost,8,DOUBLE,8,38,1,CV--------------|None,Actual Shipping Cost Numeric
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_packship_billing_type,-5,BIGINT,8,38,1,CV--D-----------|None,Other Party Billing type
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_packship_carrier_code,-9,VARCHAR2,600,4000,1,CV--------------|None,Previous Carrier Code
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_packship_country,-5,BIGINT,8,38,1,CV--D-----------|None,Other Party Country
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_packship_desc_of_goods,-9,VARCHAR2,600,4000,1,CV--------------|None,IF Description of Goods
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_packship_enable_returns,-8,CHAR,2,1,1,CV--------------|None,Integrated Return Label via Ship Central
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_packship_print_format,-9,VARCHAR2,600,4000,1,CV--------------|None,IF Default Print Format ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_packship_process_on_if,-8,CHAR,2,1,1,CV--------------|None,Integrated Shipping Mode
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_packship_return_cost_num,8,DOUBLE,8,38,1,CV--------------|None,Return Shipping Cost Numeric
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_packship_return_shipping_cost,-9,VARCHAR2,600,4000,1,CV--------------|None,Return Shipping Cost
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_packship_ship_groups_data,-10,CLOB,8000,4000,1,CV--------------|None,Ship Groups Data
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_packship_so_packinstructions,-9,VARCHAR2,8000,4000,1,CV--------------|None,Packing Instructions
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_packship_zip_code,-9,VARCHAR2,600,4000,1,CV--------------|None,Other Party Zip Code
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_payment_url_stampli,-9,VARCHAR2,8000,4000,1,CV--------------|None,Payment URL - Stampli
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_po_submitter,-9,VARCHAR2,600,4000,1,CV--------------|None,PO Submitter
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_po_submitter_email,-9,VARCHAR2,8000,4000,1,CV--------------|None,PO Submitter Email
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_project_code,-5,BIGINT,8,38,1,CV--D-----------|None,Project Code
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_qm_coa_doc_link,-9,VARCHAR2,8000,4000,1,CV--------------|None,COA report link
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_qm_coa_gen_status,-5,BIGINT,8,38,1,CV--D-----------|None,COA generation status
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_rc_ship_cost,8,DOUBLE,8,38,1,CV--------------|None,Ship Cost RC
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_rc_ship_type,-9,VARCHAR2,600,4000,1,CV--------------|None,Ship Type RC
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_rdt_rerun_script,-8,CHAR,2,1,1,CV--------------|None,Rerun ASN scripts
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_rdt_target_dvs_rerun,-8,CHAR,2,1,1,CV--------------|None,Target DVS Rerun
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_sales_order_is_delivered,-8,CHAR,2,1,1,CV--------------|None,Sales Order is Delivered
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_scs_ss_export_failed,-8,CHAR,2,1,1,CV---C----------|None,SS | Export Failed
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_scs_ss_export_success,-8,CHAR,2,1,1,CV---C----------|None,SS | Export Success
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_shipcentral_returnservice,-5,BIGINT,8,38,1,CV--D-----------|None,Return Shipping Method
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_shipcentral_rma_returnreason,-10,CLOB,8000,4000,1,CV--------------|None,Return for Reason
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_shipcentral_rma_tobeemail,-8,CHAR,2,1,1,CV--------------|None,Ship Central To Be Emailed
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_shipcentral_sat_del,-8,CHAR,2,1,1,CV--------------|None,Apply Saturday Delivery on App
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_shipengine_shippiing_cost,-9,VARCHAR2,600,4000,1,CV--------------|None,ACTUAL SHIPPING COST
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_shipping_kit_code_main,-5,BIGINT,8,38,1,CV--D-----------|None,Shipping Kit Code - Main
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_sps_acknowledgement_status,-5,BIGINT,8,38,1,CV--D-----------|None,Acknowledgement Status
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_sps_acknowledgement_type,-5,BIGINT,8,38,1,CV--D-----------|None,Acknowledgement Type
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_sps_assocponumber,-9,VARCHAR2,600,4000,1,CV--------------|None,Associated PO Number
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_sps_authorizationnumber,-9,VARCHAR2,600,4000,1,CV--------------|None,Authorization or Appointment Number
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_sps_batched_print_com,-8,CHAR,2,1,1,CV--------------|None,SPS Batch Label Complete
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_sps_billofladingnumber,-9,VARCHAR2,600,4000,1,CV--------------|None,Bill Of Lading Number
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_sps_billto_address1,-9,VARCHAR2,600,4000,1,CV--------------|None,Bill To Address 1
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_sps_billto_address2,-9,VARCHAR2,600,4000,1,CV--------------|None,Bill To Address 2
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_sps_billto_address_code,-9,VARCHAR2,600,4000,1,CV--------------|None,Bill To Address Code
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_sps_billto_address_qualifier,-9,VARCHAR2,600,4000,1,CV--------------|None,Bill To Address Qualifier
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_sps_billto_city,-9,VARCHAR2,600,4000,1,CV--------------|None,Bill To City
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_sps_billto_name,-9,VARCHAR2,600,4000,1,CV--------------|None,Bill To Name
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_sps_billto_postal_code,-9,VARCHAR2,600,4000,1,CV--------------|None,Bill To Postal Code
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_sps_billto_state,-9,VARCHAR2,600,4000,1,CV--------------|None,Bill To State
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_sps_bt_addresslocationnumber,-9,VARCHAR2,600,4000,1,CV--------------|None,Bill To Code
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_sps_bt_locationcodequalifier,-9,VARCHAR2,600,4000,1,CV--------------|None,Bill To Code Qualifier
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_sps_buyerscurrency,-9,VARCHAR2,600,4000,1,CV--------------|None,Buyers Currency
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_sps_carrieraccountnumber,-9,VARCHAR2,600,4000,1,CV--------------|None,Carrier Account Number
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_sps_carrieralphacode,-9,VARCHAR2,600,4000,1,CV--------------|None,Standard Carrier Alpha Code
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_sps_carrierequipmentnumber,-9,VARCHAR2,600,4000,1,CV--------------|None,Carrier Equipment Number
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_sps_carrierpronumber,-9,VARCHAR2,600,4000,1,CV--------------|None,Carrier PRO Number
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_sps_carrierrouting,-9,VARCHAR2,600,4000,1,CV--------------|None,Carrier Routing Description
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_sps_carriertransmethodcode,-9,VARCHAR2,600,4000,1,CV--------------|None,Carrier Transportation Method Code
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_sps_ccg_noteinformationfield,-9,VARCHAR2,8000,4000,1,CV--------------|None,Customization Notes
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_sps_contacttypecode,-9,VARCHAR2,600,4000,1,CV--------------|None,Contact Type Code
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_sps_customer_label,-5,BIGINT,8,38,1,CV--D-----------|None,Customer Label
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_sps_customeraccountnumber,-9,VARCHAR2,600,4000,1,CV--------------|None,Customer Account Number
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_sps_customerordernumber,-9,VARCHAR2,600,4000,1,CV--------------|None,Customer Order Number
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_sps_date_001,93,TIMESTAMP,7,7,1,CV--------------|None,Cancel Date
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_sps_date_002,93,TIMESTAMP,7,7,1,CV--------------|None,Requested Delivery Date
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_sps_date_006,93,TIMESTAMP,7,7,1,CV--------------|None,Customer Order Date
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_sps_date_007,93,TIMESTAMP,7,7,1,CV--------------|None,Effective Date
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_sps_date_010,93,TIMESTAMP,7,7,1,CV--------------|None,Requested Ship Date
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_sps_date_015,93,TIMESTAMP,7,7,1,CV--------------|None,Promotion Start Date
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_sps_date_016,93,TIMESTAMP,7,7,1,CV--------------|None,Promotion End Date
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_sps_date_017,93,TIMESTAMP,7,7,1,CV--------------|None,Estimated Delivery Date
"Built Brands, LLC",Developer - SuiteAnalytics Connect,VendorPayment,SVMD------------|A/P,Bill Payment,custbody_sps_date_018,93,TIMESTAMP,7,7,1,CV--------------|None,Available Date
